"Burrito","Neighborhood","Yelp","Google","Chips","Cost","Hunger","Mass","Density","Length","Circum","Volume","Tortilla","Temp","Meat","Fillings","Meat_filling","Uniformity","Salsa","Synergy","Wrap","overall","Beef","Pico","Guac","Cheese","Fries","Sour_cream","Pork","Chicken","Shrimp","Fish","Rice","Beans","Lettuce","Tomato","Bell_peper","Carrots","Cabbage","Sauce","Salsa_1","Cilantro","Onion","Taquito","Pineapple","Ham","Chile_relleno","Nopales","Lobster","Egg","Mushroom","Bacon","Avocado","Corn","Zucchini","Month"
"California ","Miramar",3.5,4.2,0,6.49,3,546.181818181818,0.675277359895455,20.0729880478088,22.0989959839357,0.785461847389558,3,5,3,3.5,4,4,4,4,4,3.8,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"California ","San Marcos",3.5,3.3,0,5.45,3.5,546.181818181818,0.675277359895455,20.0729880478088,22.0989959839357,0.785461847389558,2,3.5,2.5,2.5,2,4,3.5,2.5,5,3,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Carnitas","San Marcos",3.89878048780488,4.17439024390244,0,4.85,1.5,546.181818181818,0.675277359895455,20.0729880478088,22.0989959839357,0.785461847389558,3,2,2.5,3,4.5,4,3,3,5,3,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Carne asada","San Marcos",3.89878048780488,4.17439024390244,0,5.25,2,546.181818181818,0.675277359895455,20.0729880478088,22.0989959839357,0.785461847389558,3,2,3.5,3,4,5,4,4,5,3.75,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"California","Carlsbad",4,3.8,1,6.59,4,546.181818181818,0.675277359895455,20.0729880478088,22.0989959839357,0.785461847389558,4,5,4,3.5,4.5,5,2.5,4.5,4,4.2,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"combo chicken","Carlsbad",3.89878048780488,4.17439024390244,0,6.99,4,546.181818181818,0.675277359895455,20.0729880478088,22.0989959839357,0.785461847389558,3,4,5,3.5,2.5,2.5,2.5,4,1,3.2,0,0,1,1,0,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"California","Carmel Valley",3,2.9,0,7.19,1.5,546.181818181818,0.675277359895455,20.0729880478088,22.0989959839357,0.785461847389558,2,3,3,2,2.5,2.5,3.34848484848485,2,3,2.6,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Carnitas","Carmel Valley",3.89878048780488,4.17439024390244,0,6.99,4,546.181818181818,0.675277359895455,20.0729880478088,22.0989959839357,0.785461847389558,2.5,3,3,2.5,3,3.5,3.34848484848485,2.5,3,3,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Monster California","UTC",3,3.7,1,9.25,3.5,546.181818181818,0.675277359895455,20.0729880478088,22.0989959839357,0.785461847389558,2,4.5,4.5,3.5,1.5,3,3.5,4,2,3.9,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"Carne Asada","Morena",4,4.1,0,6.25,3.5,546.181818181818,0.675277359895455,20.0729880478088,22.0989959839357,0.785461847389558,2.5,1.5,1.5,3,4.5,3,1.5,2,4.5,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"Surf & Turf","Morena",3.89878048780488,4.17439024390244,0,9.5,2,546.181818181818,0.675277359895455,20.0729880478088,22.0989959839357,0.785461847389558,2.5,2.5,2.75,2.5,2.5,2,0.5,3,3.5,2.5,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"Chile verde pork","Miramar",3,4.1,1,6.95,2,546.181818181818,0.675277359895455,20.0729880478088,22.0989959839357,0.785461847389558,3,4,4,3,4,4,1,2,1,3,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"California","Miramar",3.89878048780488,4.17439024390244,0,6.25,3.5,546.181818181818,0.675277359895455,20.0729880478088,22.0989959839357,0.785461847389558,3,3.5,3.5,4,2,3.5,1,4,4,3.9,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"battered fish ","Miramar",3.89878048780488,4.17439024390244,0,6.99,3,546.181818181818,0.675277359895455,20.0729880478088,22.0989959839357,0.785461847389558,3,1,1.5,2.5,4,4,3,4.5,5,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"California","Miramar",3.89878048780488,4.17439024390244,0,6.25,3,546.181818181818,0.675277359895455,20.0729880478088,22.0989959839357,0.785461847389558,4,3.74109589041096,2,2,4,4,3.34848484848485,3,4,2.75,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"California","La Jolla",4.5,4.4,0,7.49,4,546.181818181818,0.675277359895455,20.0729880478088,22.0989959839357,0.785461847389558,3,2.5,4,4,3.5,2.5,3.5,5,4.5,4.2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"Surf and turf ","La Jolla",3.89878048780488,4.17439024390244,0,8.49,2.5,546.181818181818,0.675277359895455,20.0729880478088,22.0989959839357,0.785461847389558,4,4,4.5,4,5,4.5,3.5,4,2,4.1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"Adobada ","Bonita",4,4.5,0,5.99,3,546.181818181818,0.675277359895455,20.0729880478088,22.0989959839357,0.785461847389558,4,4,3,3.5,4,4.5,4,4,4.5,4,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2
"Barbacoa","Bonita",3.89878048780488,4.17439024390244,0,5.99,2,546.181818181818,0.675277359895455,20.0729880478088,22.0989959839357,0.785461847389558,3.5,4,3.5,3.52754569190601,4,3.42232375979112,4,4,1.5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2
"California","La Jolla",2.5,4,0,6.4,4,546.181818181818,0.675277359895455,20.0729880478088,22.0989959839357,0.785461847389558,3,4,2.75,3,4,2,2,3.57637075718016,5,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"California","La Jolla",3.89878048780488,4.17439024390244,0,6.4,2.5,546.181818181818,0.675277359895455,20.0729880478088,22.0989959839357,0.785461847389558,3.5,3,3,3,4,4,1.5,3.57637075718016,4.5,3.5,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"2 in 1","Kearny Mesa",4,4.4,0,8.75,3.5,546.181818181818,0.675277359895455,20.0729880478088,22.0989959839357,0.785461847389558,1.5,2,3,3.5,4,1,3.5,4.5,4,4,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
"Adobado","Kearny Mesa",3.89878048780488,4.17439024390244,0,5.5,2.5,546.181818181818,0.675277359895455,20.0729880478088,22.0989959839357,0.785461847389558,1.5,2.5,3.5,3,4,1.5,2.5,3.5,4.5,3.5,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"California","Kearny Mesa",3.89878048780488,4.17439024390244,0,7.49,2.5,546.181818181818,0.675277359895455,20.0729880478088,22.0989959839357,0.785461847389558,4,3,4,4,4,4,4,4,3,4.6,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"California","Kearny Mesa",3.89878048780488,4.17439024390244,0,7.49,2.5,546.181818181818,0.675277359895455,20.0729880478088,22.0989959839357,0.785461847389558,3,2,4.5,4,4,3.5,3,4.5,4.5,4.5,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"Shredded beef","Carlsbad",4.5,4.9,0,6,3.5,546.181818181818,0.675277359895455,20.0729880478088,22.0989959839357,0.785461847389558,2.5,2.5,3,4,4,4,3,3.5,1.5,3.8,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"Carne asada","Carlsbad",3.89878048780488,4.17439024390244,0,7,3.5,546.181818181818,0.675277359895455,20.0729880478088,22.0989959839357,0.785461847389558,2.5,3,3,4,2,2,3,3.5,3.5,3,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"Hawaiian","North park",4,4.2,0,6.29,3.5,546.181818181818,0.675277359895455,20.0729880478088,22.0989959839357,0.785461847389558,3.5,5,4,4,3.5,4.5,3.5,3.5,4,4,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3
"Bandido","North park",3.89878048780488,4.17439024390244,0,6.49,4.5,546.181818181818,0.675277359895455,20.0729880478088,22.0989959839357,0.785461847389558,3,5,4,4,5,4,2.5,4.5,4,4,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3
"Bandido","North park",3.89878048780488,4.17439024390244,0,6.49,4.5,546.181818181818,0.675277359895455,20.0729880478088,22.0989959839357,0.785461847389558,3,4.5,3.5,3.5,3.5,3,3,3,4,3,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3
"Carne asada","Miramar",4,4.4,0,6.6,3.5,546.181818181818,0.675277359895455,20.0729880478088,22.0989959839357,0.785461847389558,4,2,4,3.5,4.5,4,3.5,4,1,4.25,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"Campeon","Miramar",3.89878048780488,4.17439024390244,0,7.65,3.5,546.181818181818,0.675277359895455,20.0729880478088,22.0989959839357,0.785461847389558,3,1.5,3,3,2.5,3,3.5,2.5,4,3.4,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"Chile verde pork","Encinitas",4,4.2,0,5,3.5,546.181818181818,0.675277359895455,20.0729880478088,22.0989959839357,0.785461847389558,2,3.74109589041096,2.5,2,2,2,2,2.5,3.99556135770235,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"carne asada","Encinitas",3.89878048780488,4.17439024390244,0,5,1,546.181818181818,0.675277359895455,20.0729880478088,22.0989959839357,0.785461847389558,2,3.74109589041096,1,1,0.5,1,1.5,1,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"California","University Heights",4,4.4,1,6.25,0.5,546.181818181818,0.675277359895455,20.0729880478088,22.0989959839357,0.785461847389558,3,5,4,2.75,4,1.6,3.5,3.4,5,3.33333,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"California chicken","University Heights",3.89878048780488,4.17439024390244,0,6.25,3,546.181818181818,0.675277359895455,20.0729880478088,22.0989959839357,0.785461847389558,3.5,5,2.5,2.5,4,2.7,3.5,3,5,2.5,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"Azteca","University Heights",3.89878048780488,4.17439024390244,0,6.25,3.75,546.181818181818,0.675277359895455,20.0729880478088,22.0989959839357,0.785461847389558,3,5,5,4.5,4,4,1.5,3,5,3,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3
"Lobster","University Heights",3.89878048780488,4.17439024390244,0,9.5,3,546.181818181818,0.675277359895455,20.0729880478088,22.0989959839357,0.785461847389558,3,3,4,3,3.5,4.5,3.5,3,3.5,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3
"California","San Diego",3.5,3.9,0,7.84,4,546.181818181818,0.675277359895455,20.0729880478088,22.0989959839357,0.785461847389558,4,4,3.5,4,4.5,4,3.5,3.5,4.5,4,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"Carne asada","San Diego",3.89878048780488,4.17439024390244,0,7.89,1,546.181818181818,0.675277359895455,20.0729880478088,22.0989959839357,0.785461847389558,3,3.5,4.5,4,5,5,4.5,3.5,5,4.2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"Al pastor","San Diego",3.89878048780488,4.17439024390244,0,6.99,4,546.181818181818,0.675277359895455,20.0729880478088,22.0989959839357,0.785461847389558,4,3,3.5,3,4,5,3,3.5,5,3.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,3
"California","Encinitas",4.5,4.1,1,6.99,4,546.181818181818,0.675277359895455,20.0729880478088,22.0989959839357,0.785461847389558,4,4.5,4,3.5,4,2.5,2,4,4,4.2,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"Machaca","Encinitas",3.89878048780488,4.17439024390244,0,5.99,3,546.181818181818,0.675277359895455,20.0729880478088,22.0989959839357,0.785461847389558,4,3.5,3.5,4,3.5,3.5,2,3.5,0.5,3.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3
"Quesaburro","Clairemont",3.5,4,0,6.95,3.5,546.181818181818,0.675277359895455,20.0729880478088,22.0989959839357,0.785461847389558,3,4,3.5,4,4,4,3.5,4.5,4.5,4.1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"Philly ","Clairemont",3.89878048780488,4.17439024390244,0,6.95,4,546.181818181818,0.675277359895455,20.0729880478088,22.0989959839357,0.785461847389558,3,4.5,4,3,3,2,4,2,4.5,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3
"Carne asada","Clairemont",3.89878048780488,4.17439024390244,0,6.5,3.5,546.181818181818,0.675277359895455,20.0729880478088,22.0989959839357,0.785461847389558,3.75,5,3,3,4.5,4.5,3.5,3,4.5,3.25,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"Quesa","Clairemont",3.89878048780488,4.17439024390244,0,6.95,4.5,546.181818181818,0.675277359895455,20.0729880478088,22.0989959839357,0.785461847389558,2,5,3.5,4,2.5,5,3.5,2.5,4,3.75,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"Surf and turf","Clairemont",3.89878048780488,4.17439024390244,0,7.65,3,546.181818181818,0.675277359895455,20.0729880478088,22.0989959839357,0.785461847389558,2,4,3,3,4,2,4,2,3,3.5,1,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"Mahi","Clairemont",3.89878048780488,4.17439024390244,0,7.3,3,546.181818181818,0.675277359895455,20.0729880478088,22.0989959839357,0.785461847389558,3,4.5,3.5,3,3,2,3.5,2.5,4.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"California","Ocean Beach",4.5,4.9,0,8.59,2.5,546.181818181818,0.675277359895455,20.0729880478088,22.0989959839357,0.785461847389558,4,4.5,3.5,5,2.5,2,4,4.5,4,4.3,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"California","Ocean Beach",3.89878048780488,4.17439024390244,0,8.59,3.5,546.181818181818,0.675277359895455,20.0729880478088,22.0989959839357,0.785461847389558,4.5,4.5,4,4.5,4,4,4,4.5,5,4.5,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"Addiction","Pacific Beach",4.5,4.7,0,7.99,3.5,546.181818181818,0.675277359895455,20.0729880478088,22.0989959839357,0.785461847389558,4,4,2,3,1.5,3,2.5,1,3,2.5,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3
"Oaxacalifornia","Pacific Beach",3.89878048780488,4.17439024390244,0,9.99,3,546.181818181818,0.675277359895455,20.0729880478088,22.0989959839357,0.785461847389558,4,4.5,3.5,4,3,2,2.5,3.5,4,4,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"Deborah's special","Carmel Valley",4,4.4,1,8.25,3.5,546.181818181818,0.675277359895455,20.0729880478088,22.0989959839357,0.785461847389558,4,4.5,3.5,2.5,4.5,4.5,4,3.5,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4
"Chicken nopalito","Carmel Valley",3.89878048780488,4.17439024390244,0,7.95,2.5,546.181818181818,0.675277359895455,20.0729880478088,22.0989959839357,0.785461847389558,2.5,2.5,4,3.5,3,2.5,3,3,5,3.3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4
"Chicken nopalito","Carmel Valley",3.89878048780488,4.17439024390244,0,7.95,2,546.181818181818,0.675277359895455,20.0729880478088,22.0989959839357,0.785461847389558,4,5,4,4,3,5,3,3,5,4,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4
"California","Carmel Valley",3.89878048780488,4.17439024390244,0,8.75,3,546.181818181818,0.675277359895455,20.0729880478088,22.0989959839357,0.785461847389558,4,5,3,5,3,2,4,3,5,4,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"California ","Carmel Valley",3.89878048780488,4.17439024390244,0,6.6,3,546.181818181818,0.675277359895455,20.0729880478088,22.0989959839357,0.785461847389558,3,4.5,4,4.5,4,4.5,4.5,5,4.5,4.5,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"Adobada","Carmel Valley",3.89878048780488,4.17439024390244,0,6.6,3,546.181818181818,0.675277359895455,20.0729880478088,22.0989959839357,0.785461847389558,4,5,5,5,5,4,3.34848484848485,4.5,5,4.5,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"California","Carmel Valley",3.89878048780488,4.17439024390244,0,6.6,3,546.181818181818,0.675277359895455,20.0729880478088,22.0989959839357,0.785461847389558,3,5,3.5,3,4.5,2.5,3,4,4,3.6,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"Surf & Turf","Carmel Valley",3.89878048780488,4.17439024390244,0,7.45,3.5,546.181818181818,0.675277359895455,20.0729880478088,22.0989959839357,0.785461847389558,3,5,3.5,2.5,3,2.5,3.75,3,4,3,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
