"Burrito","Neighborhood","Yelp","Google","Chips","Cost","Hunger","Mass","Density","Length","Circum","Volume","Tortilla","Temp","Meat","Fillings","Meat_filling","Uniformity","Salsa","Synergy","Wrap","overall","Beef","Pico","Guac","Cheese","Fries","Sour_cream","Pork","Chicken","Shrimp","Fish","Rice","Beans","Lettuce","Tomato","Bell_peper","Carrots","Cabbage","Sauce","Salsa_1","Cilantro","Onion","Taquito","Pineapple","Ham","Chile_relleno","Nopales","Lobster","Egg","Mushroom","Bacon","Avocado","Corn","Zucchini","Month"
"Chicken","Solana Beach",4,4.3,0,6.6,3.5,546.181818181818,0.675277359895455,20.0729880478088,22.0989959839357,0.785461847389558,3.5,3,4,4.5,3,1,3,4,0.5,2.8,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"Carnitas","Solana Beach",3.89878048780488,4.17439024390244,0,6.6,3,546.181818181818,0.675277359895455,20.0729880478088,22.0989959839357,0.785461847389558,3,2.5,3,4,2,1,3,3,5,3,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"Carne asada","Solana Beach",3.89878048780488,4.17439024390244,0,7.89,3.5,546.181818181818,0.675277359895455,20.0729880478088,22.0989959839357,0.785461847389558,3,2,4.5,4,4,1.5,4.5,4.5,4.5,4.4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"Carne asada","Solana Beach",3.89878048780488,4.17439024390244,0,7.89,2,546.181818181818,0.675277359895455,20.0729880478088,22.0989959839357,0.785461847389558,3,2.5,4.5,3.5,4.5,3,4,3.5,5,3.5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"California Everything","Linda Vista",4.5,4.4,1,6.25,4,546.181818181818,0.675277359895455,20.0729880478088,22.0989959839357,0.785461847389558,4.5,4.5,2.5,3.5,3.5,3.5,3,4,5,4.1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"California Everything","Linda Vista",3.89878048780488,4.17439024390244,0,6.25,3.5,546.181818181818,0.675277359895455,20.0729880478088,22.0989959839357,0.785461847389558,4,4,4,2.5,3,3.5,4,4,5,4,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"California Everything","Linda Vista",3.89878048780488,4.17439024390244,0,6.25,4,546.181818181818,0.675277359895455,20.0729880478088,22.0989959839357,0.785461847389558,4,4.5,4.5,5,5,5,4.5,5,5,4.6,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"Fish","Linda Vista",3.89878048780488,4.17439024390244,0,6.5,2.5,546.181818181818,0.675277359895455,20.0729880478088,22.0989959839357,0.785461847389558,3,3.74109589041096,3.5,4,4,3,3.34848484848485,4,1.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"California","Linda Vista",3.89878048780488,4.17439024390244,0,6.65,3.5,546.181818181818,0.675277359895455,20.0729880478088,22.0989959839357,0.785461847389558,3.5,3.74109589041096,3.5,3.5,4.5,3.5,3.5,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"California ","Encinitas ",4,4.5,0,5.95,3.5,546.181818181818,0.675277359895455,20,22,0.77,2.5,2.5,3.5,4,3,4.5,4,4.5,4.5,3.8,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"Chimichanga beef","Encinitas ",3.89878048780488,4.17439024390244,0,5.5,3,546.181818181818,0.675277359895455,20.0729880478088,22.0989959839357,0.785461847389558,2,4,3,3,3,4,3.5,3.5,3.99556135770235,3,1,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"California","Carlsbad",4,4.1,0,9,2,546.181818181818,0.675277359895455,19,21.5,0.7,2,3.5,3,1.5,1,1,2.5,1.5,3.5,1.5,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"Pastor","Carlsbad",3.89878048780488,4.17439024390244,0,9,2,546.181818181818,0.675277359895455,18.5,23,0.78,2.5,2.5,1.5,2.5,1,2,2.5,2,5,1.8,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4
"California","Carlsbad",3.89878048780488,4.17439024390244,0,8,4,546.181818181818,0.675277359895455,21.59,22.0989959839357,0.785461847389558,4.5,5,5,5,4.5,5,3,5,5,4.9,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"California ","Oceanside",4.5,4.4,1,6.89,3,546.181818181818,0.675277359895455,25,22,0.96,3,2.5,3,2.5,2.5,2,3.5,3,4,3,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"El Hawaiiano ","Oceanside",3.89878048780488,4.17439024390244,0,6.39,3,546.181818181818,0.675277359895455,23,22.5,0.93,4,3,2.5,3.5,3,3,3.5,4,3.5,3.5,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4
"California","Miramar ",4.5,4.6,1,6.75,3,546.181818181818,0.675277359895455,22.5,23,0.95,4.5,4,3,4,1,3,4.5,3.5,4.5,3.5,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"Pastor","Miramar ",3.89878048780488,4.17439024390244,0,5.99,2,546.181818181818,0.675277359895455,21,22,0.81,4,2,2.5,4,4,3,3.5,4,5,3.2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5
"California","Miramar ",3.89878048780488,4.17439024390244,0,7.49,3.5,546.181818181818,0.675277359895455,19,22,0.73,3.5,4,4,4,3.5,3,4,4.5,3,4.2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"California","Miramar ",3.89878048780488,4.17439024390244,0,7.49,4,546.181818181818,0.675277359895455,16.5,25,0.82,4,3.5,4,4,4.5,5,4.5,5,4.5,4.5,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"California","Miramar ",3.89878048780488,4.17439024390244,0,7.49,4,546.181818181818,0.675277359895455,17,25.5,0.88,3,3,4,3.5,3.5,4,3.5,4,2.5,3.7,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"California","Miramar ",3.89878048780488,4.17439024390244,0,7.49,3,546.181818181818,0.675277359895455,17.7,21.5,0.65,4,2,5,5,1,3,5,4,3,4,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"California","Miramar ",3.89878048780488,4.17439024390244,0,7.49,1,546.181818181818,0.675277359895455,20,23.5,0.88,4,3,4,4.5,5,4.5,3,4.5,4,4,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"Carne asada","Miramar ",3.89878048780488,4.17439024390244,0,7.89,4,546.181818181818,0.675277359895455,18,25,0.9,4,2,4,3,4,4,4,3.5,4,3.5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"California","Miramar ",3.89878048780488,4.17439024390244,0,6.95,4,546.181818181818,0.675277359895455,21,23,0.88,3,3.5,2,3.5,3,2.5,2.5,2.5,2,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"California","Miramar ",3.89878048780488,4.17439024390244,0,7,3.5,546.181818181818,0.675277359895455,17.5,24.5,0.84,3,5,3,3.5,3,1.5,3,3,4,3.3,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"2 in 1","Miramar ",3.89878048780488,4.17439024390244,0,8.75,3,546.181818181818,0.675277359895455,19,21.5,0.7,3,4,2.7,4.7,3,2.4,2,3.7,4.5,3.7,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5
"2 in 1","Miramar ",3.89878048780488,4.17439024390244,0,8.75,4,546.181818181818,0.675277359895455,17.78,22.225,0.7,4.5,3.8,3.8,4.5,3.4,1.5,3,3.8,4,3.8,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5
"El Rusio","Miramar ",3.89878048780488,4.17439024390244,0,6.65,4,546.181818181818,0.675277359895455,21.5,23,0.91,3,4.5,2.5,2,3.5,5,1.5,2,1.5,2.5,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"Carne asada","Miramar ",3.89878048780488,4.17439024390244,0,6.6,4,546.181818181818,0.675277359895455,22,22,0.85,4,3.5,4,4,3.5,4,4,4.5,4.5,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"Carne asada","Miramar ",3.89878048780488,4.17439024390244,0,6.6,4.5,546.181818181818,0.675277359895455,23,22,0.89,4,3,3,3,3.5,3,3.34848484848485,3.5,4.5,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"Carnitas","Miramar ",3.89878048780488,4.17439024390244,0,7.5,4,546.181818181818,0.675277359895455,23.5,22.5,0.95,4,5,4,5,5,4,5,4,4,4,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"Bacon breakfast","Miramar ",3.89878048780488,4.17439024390244,0,6.25,3.5,546.181818181818,0.675277359895455,22,22,0.85,4,3.5,4,4,5,5,3.34848484848485,5,4.5,4.2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,5
"Bomb","Encinitas ",4,4.2,0,7.99,3,546.181818181818,0.675277359895455,25.5,23,1.07,4,4,4,3.5,2.5,3.5,4,3.5,2.5,3.7,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5
"California ","Encinitas ",3.89878048780488,4.17439024390244,0,6.99,2.5,546.181818181818,0.675277359895455,21.5,22.125,0.84,3.5,4,3.5,3.5,3,1,4,4,4.5,3.8,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"California ","Encinitas ",4,4.5,0,5.55,3.5,546.181818181818,0.675277359895455,17.5,23,0.74,4,4.5,3,3,5,3,4,3,5,3.5,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"Arizona","Encinitas ",3.89878048780488,4.17439024390244,0,5.55,2.5,546.181818181818,0.675277359895455,20.5,22.5,0.83,4.5,4,3.5,4,3.5,4,3,4,5,3.9,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"Custom","La Jolla",3.5,4.1,0,7.25,3.5,546.181818181818,0.675277359895455,18.5,22.5,0.75,1.5,1,2,2,2,2,2,2,1,1.8,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"California","Pacific Beach",4,4.6,0,7.14,3.5,546.181818181818,0.675277359895455,20,23,0.84,4,2,4,5,4,2,4,4.5,5,4.4,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"California","Pacific Beach",3.89878048780488,4.17439024390244,0,7.14,5,546.181818181818,0.675277359895455,20.5,24,0.94,4,2,4.5,4,3.5,2,3,4,4,4.1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"Carne asada","Pacific Beach",3.89878048780488,4.17439024390244,0,6.02,3.2,546.181818181818,0.675277359895455,19.5,20.5,0.65,4.5,2,3.3,3.4,4.5,4.5,3.8,3.7,5,3.7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"Chicken asada","Del Mar",3.5,3.9,0,6.5,2,546.181818181818,0.675277359895455,18.5,21.5,0.68,1.5,4,2,2,4.5,1,1,2,5,1.5,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"Carnitas","Del Mar",3.89878048780488,4.17439024390244,0,5.4,3,546.181818181818,0.675277359895455,18,20,0.57,2,3.5,4,2.5,3.5,1.5,1.5,3,5,2.7,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"California ","San Marcos",4.5,4.1,1,5.99,4,546.181818181818,0.675277359895455,20.5,23.5,0.9,4.5,5,3,4,2,2,2,3.75,4,3.2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"Carne adobada ","San Marcos",3.89878048780488,4.17439024390244,0,5.5,3,546.181818181818,0.675277359895455,20.75,23.5,0.91,3.5,4,3.5,3,3.5,3.5,2.5,3,2.5,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5
"Carne asada","San Marcos",3.89878048780488,4.17439024390244,0,6.25,4,546.181818181818,0.675277359895455,15,20.5,0.5,1.5,2.5,3,4.5,4,2,2.75,3.75,3,2.6,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"Shrimp","San Marcos",3.89878048780488,4.17439024390244,0,8.95,3.5,546.181818181818,0.675277359895455,18.5,25,0.92,3,3,4,4,3.5,3.5,2.5,4,0.5,3,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"Bean and cheese","San Marcos",3.89878048780488,4.17439024390244,0,3.5,1,546.181818181818,0.675277359895455,16,20,0.51,3.5,4.5,3.59624664879357,3,3.56440318302387,4,3,2.5,4,2.7,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"California","Kearny Mesa",3.89878048780488,4.17439024390244,0,7.5,4,546.181818181818,0.675277359895455,20.0729880478088,22.0989959839357,0.785461847389558,3,5,3.5,3.5,4,4,2.5,3,5,3.5,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"Especial ","Encinitas",4,4,1,4.87,2,546.181818181818,0.675277359895455,19,23.5,0.83,3,4,1.5,2,3,5,3,2.5,5,2.6,1,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"Ranchero steak","Encinitas",3.89878048780488,4.17439024390244,0,4.87,2.5,546.181818181818,0.675277359895455,19.5,20.5,0.65,3.5,3,2.5,2.4,3.5,4.5,3,3,1.5,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"Monster California","Encinitas",3.89878048780488,4.17439024390244,0,9.25,3.5,546.181818181818,0.675277359895455,25.5,24,1.17,2,1,3,3,1,3.42232375979112,3,2,4,2.3,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"California","Encinitas",3.89878048780488,4.17439024390244,0,7,3,546.181818181818,0.675277359895455,20,22,0.77,4.5,4,3.5,4,1,1,2,2,4,2.5,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"California breakfast","Encinitas",3.89878048780488,4.17439024390244,0,6.25,2.5,546.181818181818,0.675277359895455,18.5,22.5,0.75,3,4,3,2,1.5,1,3,1.5,3,2,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6
"Baja monster","Encinitas",3.89878048780488,4.17439024390244,0,6,4,546.181818181818,0.675277359895455,20.0729880478088,22.0989959839357,0.785461847389558,3,3,1,4,2,2,3,2,1,2,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"Baja monster","Encinitas",3.89878048780488,4.17439024390244,0,6,3,546.181818181818,0.675277359895455,20.0729880478088,22.0989959839357,0.785461847389558,4,3.5,4,4,2,4,4,4,3,3.8,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"Carnitas","Encinitas",3.89878048780488,4.17439024390244,0,6.35,4.5,546.181818181818,0.675277359895455,18,20.5,0.6,4,4,2.5,2,3,2,2,2,3,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"Local","Oceanside",4,4.2,0,7.9,3.5,546.181818181818,0.675277359895455,20.5,21.5,0.75,3.5,4.5,4.5,4,1.5,1.5,3,4,5,3.5,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6
"Fusion","Oceanside",3.89878048780488,4.17439024390244,0,8.5,3.5,546.181818181818,0.675277359895455,18.5,21,0.65,4,4,4,3.5,4,4,4,4.5,4.5,4.2,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6
"Al pastor","Oceanside",3.89878048780488,4.17439024390244,0,6.99,3.5,546.181818181818,0.675277359895455,18.5,21,0.65,4,3.5,4,3.5,4,5,2.5,4,4.5,3.9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,6
"Al pastor","Oceanside",3.89878048780488,4.17439024390244,0,6.99,5,546.181818181818,0.675277359895455,20.0729880478088,22.0989959839357,0.785461847389558,4,4,4,4,2,3,3,4,3,3.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,6
"California ","San Marcos",3.5,3.9,0,5.7,3.5,546.181818181818,0.675277359895455,20.5,21.5,0.75,3.5,3,3,4,1.5,4,4,4,4,3.7,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"Carne asada","San Marcos",3.89878048780488,4.17439024390244,0,5.25,4,546.181818181818,0.675277359895455,21,21,0.74,3.5,3,2.8,3.5,4,4,4,3.5,5,3.2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"California Surf","Clairemont",4,3.8,0,9.19,2.8,546.181818181818,0.675277359895455,20.5,23.5,0.9,3.5,4.5,4,3.5,5,4.5,3,3.5,5,4,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"California","Temecula",4.5,4,0,6.94,4,546.181818181818,0.675277359895455,20.0729880478088,22.0989959839357,0.785461847389558,4,4,4,4.5,3.2,3,4.5,4.5,2,4.5,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"Super","Temecula",3.89878048780488,4.17439024390244,0,6.94,3.75,546.181818181818,0.675277359895455,20.0729880478088,22.0989959839357,0.785461847389558,3.5,3.5,3.5,3.5,4,4,4.5,3.5,4.5,3.8,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"California","Temecula",3.89878048780488,4.17439024390244,0,7,2.2,546.181818181818,0.675277359895455,18,25,0.9,2.8,3,3,2,2,4.5,2,1.5,4.5,2.3,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"California","Temecula",3.89878048780488,4.17439024390244,0,7,3.5,546.181818181818,0.675277359895455,18,23.5,0.79,4,4,4,3,4,5,4,4,5,4,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"California","Temecula",3.89878048780488,4.17439024390244,0,7,3,546.181818181818,0.675277359895455,19,24,0.87,3.5,2,3,4,2,4,3,3,4,3,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"Mixed","Temecula",3.89878048780488,4.17439024390244,0,8.25,4,546.181818181818,0.675277359895455,20.0729880478088,22.0989959839357,0.785461847389558,4,3,4,4,4,5,3,4,5,3.5,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"California Everything","Temecula",3.89878048780488,4.17439024390244,0,6.25,3,546.181818181818,0.675277359895455,23.5,21.5,0.86,3.8,1.3,3.5,3.5,4.5,4.5,3.5,4,5,3.9,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
