year,month,day,hour,created,source,favoriteCount,retweetCount,picture,exclamation,hashtag
2016,11,5,16,11/5/2016 21:38,iPhone,21522,12683,Picture/link,No,No
2016,11,5,16,11/5/2016 21:27,iPhone,21112,6793,No picture/link,No,Yes
2016,11,5,15,11/5/2016 20:13,iPhone,32309,11037,Picture/link,Yes,No
2016,11,5,15,11/5/2016 20:06,iPhone,23523,8243,Picture/link,Yes,Yes
2016,11,5,11,11/5/2016 16:45,iPhone,16575,5831,Picture/link,No,No
2016,11,5,8,11/5/2016 13:33,Android,115748,59430,No picture/link,Yes,No
2016,11,4,21,11/5/2016 2:52,iPhone,28423,10298,Picture/link,Yes,Yes
2016,11,4,18,11/4/2016 23:57,iPhone,16840,5467,Picture/link,Yes,No
2016,11,4,18,11/4/2016 23:50,iPhone,19786,6670,Picture/link,Yes,Yes
2016,11,4,18,11/4/2016 23:31,iPhone,65306,34012,Picture/link,No,No
2016,11,4,18,11/4/2016 23:14,iPhone,25507,9618,Picture/link,Yes,No
2016,11,4,15,11/4/2016 20:33,iPhone,13689,3763,Picture/link,Yes,No
2016,11,4,14,11/4/2016 19:07,iPhone,102375,41681,No picture/link,Yes,No
2016,11,4,13,11/4/2016 18:56,iPhone,26472,17349,Picture/link,No,No
2016,11,4,13,11/4/2016 18:46,iPhone,20906,7492,Picture/link,Yes,No
2016,11,4,11,11/4/2016 16:28,iPhone,15989,8027,Picture/link,No,No
2016,11,4,11,11/4/2016 16:17,iPhone,15047,7510,Picture/link,No,Yes
2016,11,4,10,11/4/2016 15:32,iPhone,12993,4164,Picture/link,No,No
2016,11,3,21,11/4/2016 2:35,iPhone,31881,11892,Picture/link,Yes,Yes
2016,11,3,16,11/3/2016 21:28,iPhone,18671,6429,Picture/link,Yes,Yes
2016,11,3,15,11/3/2016 20:55,iPhone,36554,19954,Picture/link,No,Yes
2016,11,3,15,11/3/2016 20:52,iPhone,33250,12308,Picture/link,Yes,No
2016,11,3,14,11/3/2016 19:25,iPhone,55636,16820,Picture/link,No,No
2016,11,3,10,11/3/2016 15:19,iPhone,72541,27935,No picture/link,Yes,No
2016,11,3,7,11/3/2016 12:34,Android,46129,15625,No picture/link,Yes,No
2016,11,3,7,11/3/2016 12:27,Android,46318,12090,No picture/link,Yes,No
2016,11,2,22,11/3/2016 3:55,iPhone,29084,11040,Picture/link,Yes,Yes
2016,11,2,18,11/2/2016 23:34,iPhone,37356,17910,Picture/link,No,Yes
2016,11,2,16,11/2/2016 21:30,iPhone,45676,16571,Picture/link,Yes,No
2016,11,2,14,11/2/2016 19:09,iPhone,48355,26453,Picture/link,Yes,Yes
2016,11,2,13,11/2/2016 18:58,iPhone,19294,10031,Picture/link,No,No
2016,11,2,13,11/2/2016 18:57,iPhone,21988,11196,Picture/link,Yes,Yes
2016,11,2,12,11/2/2016 17:15,iPhone,33197,12453,Picture/link,Yes,No
2016,11,2,9,11/2/2016 14:37,iPhone,87489,30369,No picture/link,No,No
2016,11,2,8,11/2/2016 13:18,Android,19933,7436,Picture/link,No,Yes
2016,11,2,8,11/2/2016 13:11,Android,19258,7963,Picture/link,Yes,Yes
2016,11,2,7,11/2/2016 12:47,Android,48650,18651,No picture/link,Yes,No
2016,11,2,6,11/2/2016 11:00,Android,51064,17412,No picture/link,Yes,No
2016,11,2,5,11/2/2016 10:35,Android,58679,25505,No picture/link,Yes,No
2016,11,1,22,11/2/2016 3:43,iPhone,18908,8335,Picture/link,Yes,No
2016,11,1,16,11/1/2016 21:57,iPhone,25919,14326,Picture/link,Yes,Yes
2016,11,1,16,11/1/2016 21:46,iPhone,17100,8381,Picture/link,No,No
2016,11,1,16,11/1/2016 21:28,iPhone,21718,10640,Picture/link,No,No
2016,11,1,16,11/1/2016 21:20,iPhone,15988,9144,Picture/link,No,No
2016,11,1,16,11/1/2016 21:16,iPhone,18734,8492,Picture/link,No,No
2016,11,1,16,11/1/2016 21:15,iPhone,18863,10890,Picture/link,No,No
2016,11,1,13,11/1/2016 18:44,iPhone,24224,10568,No picture/link,No,No
2016,11,1,12,11/1/2016 17:24,iPhone,20749,7676,Picture/link,No,Yes
2016,11,1,9,11/1/2016 14:14,iPhone,81050,32872,No picture/link,Yes,No
2016,11,1,8,11/1/2016 13:35,iPhone,17634,8795,Picture/link,Yes,No
2016,11,1,7,11/1/2016 12:01,Android,59869,23863,No picture/link,Yes,No
2016,11,1,6,11/1/2016 11:55,Android,39794,16545,No picture/link,Yes,No
2016,11,1,5,11/1/2016 10:31,Android,55800,21538,No picture/link,Yes,No
2016,10,31,15,10/31/2016 20:49,iPhone,24506,8563,Picture/link,Yes,No
2016,10,31,14,10/31/2016 19:08,iPhone,27861,16064,Picture/link,No,Yes
2016,10,31,14,10/31/2016 19:00,iPhone,23172,9457,Picture/link,Yes,Yes
2016,10,27,19,10/28/2016 0:14,iPhone,16110,6340,Picture/link,No,Yes
2016,10,27,17,10/27/2016 22:27,Android,29255,14828,No picture/link,Yes,No
2016,10,27,17,10/27/2016 22:23,Android,18618,5903,No picture/link,Yes,No
2016,10,27,17,10/27/2016 22:05,iPhone,29653,13749,Picture/link,No,Yes
2016,10,27,16,10/27/2016 21:07,iPhone,12983,4465,Picture/link,Yes,Yes
2016,10,27,16,10/27/2016 21:02,iPhone,13007,5060,Picture/link,Yes,Yes
2016,10,27,15,10/27/2016 20:27,iPhone,31503,15090,Picture/link,No,Yes
2016,10,27,14,10/27/2016 19:26,iPhone,17386,7320,Picture/link,Yes,Yes
2016,10,27,12,10/27/2016 17:45,iPhone,12667,4457,Picture/link,Yes,No
2016,10,27,9,10/27/2016 14:49,iPhone,21553,13185,Picture/link,Yes,Yes
2016,10,27,9,10/27/2016 14:44,iPhone,17582,7240,Picture/link,Yes,Yes
2016,10,27,9,10/27/2016 14:32,iPhone,24670,11896,Picture/link,No,Yes
2016,10,27,9,10/27/2016 14:12,iPhone,15461,9260,Picture/link,No,No
2016,10,27,9,10/27/2016 14:10,iPhone,15056,8592,Picture/link,No,Yes
2016,10,27,9,10/27/2016 14:08,iPhone,23369,12532,Picture/link,No,No
2016,10,27,8,10/27/2016 13:01,Android,40267,19871,No picture/link,No,No
2016,10,27,7,10/27/2016 12:17,iPhone,30673,14800,Picture/link,No,Yes
2016,10,26,20,10/27/2016 1:57,iPhone,25578,9918,Picture/link,Yes,No
2016,10,26,20,10/27/2016 1:52,iPhone,26470,10726,Picture/link,Yes,Yes
2016,10,26,13,10/26/2016 18:49,iPhone,17893,8278,Picture/link,Yes,No
2016,10,26,6,10/26/2016 11:02,Android,54369,19931,No picture/link,Yes,No
2016,10,25,18,10/25/2016 23:31,iPhone,25427,9862,Picture/link,Yes,Yes
2016,10,25,17,10/25/2016 22:28,iPhone,24813,10192,Picture/link,Yes,Yes
2016,10,25,17,10/25/2016 22:01,iPhone,38678,16757,No picture/link,Yes,Yes
2016,10,25,16,10/25/2016 21:54,iPhone,27553,12497,Picture/link,Yes,No
2016,10,25,16,10/25/2016 21:36,iPhone,22434,8901,Picture/link,Yes,Yes
2016,10,25,16,10/25/2016 21:03,iPhone,25751,15710,Picture/link,No,Yes
2016,10,25,15,10/25/2016 20:43,iPhone,32739,13072,No picture/link,Yes,Yes
2016,10,25,13,10/25/2016 18:27,iPhone,49151,19838,Picture/link,No,Yes
2016,10,25,11,10/25/2016 16:20,iPhone,31410,17073,Picture/link,Yes,Yes
2016,10,25,11,10/25/2016 16:10,iPhone,20952,11927,Picture/link,No,Yes
2016,10,25,10,10/25/2016 15:22,iPhone,17151,7881,Picture/link,Yes,Yes
2016,10,25,10,10/25/2016 15:21,iPhone,14560,7082,Picture/link,No,Yes
2016,10,25,10,10/25/2016 15:20,iPhone,23102,12455,Picture/link,No,Yes
2016,10,25,9,10/25/2016 14:44,iPhone,27973,13047,Picture/link,Yes,No
2016,10,25,9,10/25/2016 14:39,iPhone,14335,8181,Picture/link,No,No
2016,10,25,9,10/25/2016 14:33,iPhone,17600,9281,Picture/link,Yes,Yes
2016,10,25,9,10/25/2016 14:31,iPhone,15751,8370,Picture/link,No,No
2016,10,24,20,10/25/2016 1:43,iPhone,34603,15350,Picture/link,Yes,Yes
2016,10,24,20,10/25/2016 1:27,iPhone,37931,15770,Picture/link,Yes,No
2016,10,24,19,10/25/2016 0:33,iPhone,40709,21643,Picture/link,Yes,Yes
2016,10,24,16,10/24/2016 21:52,iPhone,13695,6193,Picture/link,No,Yes
2016,10,24,16,10/24/2016 21:50,iPhone,29920,19537,Picture/link,No,No
2016,10,24,16,10/24/2016 21:15,iPhone,13852,5933,Picture/link,Yes,No
2016,10,24,15,10/24/2016 20:39,iPhone,30078,12011,Picture/link,Yes,Yes
2016,10,24,14,10/24/2016 19:01,iPhone,13840,5402,Picture/link,Yes,Yes
2016,10,24,13,10/24/2016 18:30,iPhone,23353,10061,Picture/link,Yes,No
2016,10,24,11,10/24/2016 16:37,iPhone,18695,11490,Picture/link,No,No
2016,10,24,11,10/24/2016 16:35,iPhone,20108,7673,Picture/link,No,No
2016,10,24,11,10/24/2016 16:04,iPhone,16828,10200,Picture/link,No,Yes
2016,10,24,10,10/24/2016 15:55,iPhone,16200,6709,Picture/link,Yes,Yes
2016,10,24,9,10/24/2016 14:46,iPhone,31891,15048,Picture/link,Yes,Yes
2016,10,24,9,10/24/2016 14:17,iPhone,49494,22795,No picture/link,Yes,Yes
2016,10,24,8,10/24/2016 13:05,iPhone,37415,14815,No picture/link,Yes,No
2016,10,24,7,10/24/2016 12:44,Android,45016,19031,No picture/link,Yes,No
2016,10,24,7,10/24/2016 12:00,Android,54465,25908,No picture/link,Yes,No
2016,10,23,21,10/24/2016 2:25,iPhone,20332,12993,Picture/link,No,No
2016,10,23,19,10/24/2016 0:07,iPhone,25091,17021,Picture/link,No,Yes
2016,10,23,19,10/24/2016 0:05,iPhone,26453,11094,Picture/link,Yes,Yes
2016,10,23,18,10/23/2016 23:40,Android,41307,16306,No picture/link,Yes,No
2016,10,23,14,10/23/2016 19:08,iPhone,27275,16347,Picture/link,No,Yes
2016,10,23,12,10/23/2016 17:56,iPhone,17206,6357,Picture/link,Yes,No
2016,10,23,11,10/23/2016 16:34,iPhone,24156,11463,Picture/link,Yes,Yes
2016,10,23,11,10/23/2016 16:30,iPhone,22622,11937,Picture/link,No,No
2016,10,23,11,10/23/2016 16:23,iPhone,20004,9209,Picture/link,Yes,No
2016,10,21,10,10/21/2016 15:23,iPhone,25169,14969,Picture/link,Yes,Yes
2016,10,20,17,10/20/2016 22:08,iPhone,24925,13459,Picture/link,No,Yes
2016,10,20,16,10/20/2016 21:59,iPhone,24263,11383,Picture/link,No,Yes
2016,10,20,15,10/20/2016 20:30,iPhone,24806,12252,Picture/link,Yes,No
2016,10,20,15,10/20/2016 20:26,iPhone,23817,12537,Picture/link,No,No
2016,10,20,15,10/20/2016 20:06,iPhone,26427,10755,Picture/link,No,No
2016,10,20,14,10/20/2016 19:51,iPhone,13058,5744,Picture/link,Yes,No
2016,10,20,14,10/20/2016 19:51,iPhone,13345,5146,Picture/link,Yes,Yes
2016,10,20,13,10/20/2016 18:25,iPhone,29499,15285,Picture/link,Yes,Yes
2016,10,20,12,10/20/2016 17:33,iPhone,27144,11143,Picture/link,Yes,No
2016,10,20,10,10/20/2016 15:52,iPhone,38372,16350,Picture/link,Yes,No
2016,10,20,9,10/20/2016 14:55,Android,50324,19550,No picture/link,Yes,No
2016,10,20,8,10/20/2016 13:27,iPhone,44162,20208,Picture/link,Yes,Yes
2016,10,20,2,10/20/2016 7:14,iPhone,45001,19253,Picture/link,No,No
2016,10,19,23,10/20/2016 4:27,iPhone,35087,17661,Picture/link,Yes,No
2016,10,19,23,10/20/2016 4:18,iPhone,44700,21195,Picture/link,No,Yes
2016,10,19,23,10/20/2016 4:10,iPhone,19939,9091,Picture/link,Yes,Yes
2016,10,19,23,10/20/2016 4:06,iPhone,36359,15175,Picture/link,Yes,Yes
2016,10,19,21,10/20/2016 2:59,Android,71819,22355,No picture/link,Yes,No
2016,10,19,21,10/20/2016 2:51,iPhone,12765,4606,Picture/link,Yes,Yes
2016,10,19,21,10/20/2016 2:47,iPhone,24288,10062,Picture/link,No,Yes
2016,10,19,21,10/20/2016 2:34,iPhone,15934,7270,Picture/link,No,Yes
2016,10,19,21,10/20/2016 2:32,iPhone,25124,15258,Picture/link,Yes,Yes
2016,10,19,21,10/20/2016 2:31,iPhone,16221,7802,Picture/link,No,Yes
2016,10,19,21,10/20/2016 2:29,iPhone,15498,6804,Picture/link,Yes,Yes
2016,10,19,21,10/20/2016 2:27,iPhone,14226,6504,Picture/link,Yes,Yes
2016,10,19,21,10/20/2016 2:21,iPhone,9356,4227,Picture/link,No,Yes
2016,10,19,21,10/20/2016 2:16,iPhone,21027,11546,Picture/link,No,Yes
2016,10,19,21,10/20/2016 2:14,iPhone,16360,7558,Picture/link,No,Yes
2016,10,19,21,10/20/2016 2:11,iPhone,15961,7566,Picture/link,Yes,Yes
2016,10,19,20,10/20/2016 1:57,iPhone,15700,7166,Picture/link,Yes,Yes
2016,10,19,20,10/20/2016 1:55,iPhone,16483,10783,Picture/link,No,Yes
2016,10,19,20,10/20/2016 1:50,iPhone,12140,4995,No picture/link,No,Yes
2016,10,19,20,10/20/2016 1:49,iPhone,9344,4527,Picture/link,No,Yes
2016,10,19,20,10/20/2016 1:46,iPhone,12629,6280,Picture/link,Yes,Yes
2016,10,19,20,10/20/2016 1:44,iPhone,10858,6156,Picture/link,No,Yes
2016,10,19,20,10/20/2016 1:39,iPhone,12405,6951,Picture/link,No,Yes
2016,10,19,20,10/20/2016 1:37,iPhone,12425,6759,Picture/link,Yes,Yes
2016,10,18,13,10/18/2016 18:05,iPhone,18087,11346,Picture/link,No,No
2016,10,18,10,10/18/2016 15:36,iPhone,38463,20270,Picture/link,No,Yes
2016,10,18,10,10/18/2016 15:34,iPhone,26887,15626,Picture/link,No,Yes
2016,10,18,10,10/18/2016 15:33,iPhone,28123,13662,Picture/link,No,Yes
2016,10,18,6,10/18/2016 11:32,Android,32817,13881,Picture/link,No,No
2016,10,17,21,10/18/2016 2:07,iPhone,41597,16245,Picture/link,No,No
2016,10,17,20,10/18/2016 1:43,iPhone,22364,11430,Picture/link,No,No
2016,10,17,20,10/18/2016 1:42,iPhone,25767,15885,Picture/link,No,No
2016,10,17,17,10/17/2016 22:51,iPhone,59658,38298,Picture/link,Yes,No
2016,10,17,17,10/17/2016 22:46,iPhone,19974,12031,Picture/link,No,No
2016,10,17,17,10/17/2016 22:27,iPhone,30207,7971,No picture/link,Yes,No
2016,10,17,17,10/17/2016 22:02,iPhone,38984,14705,No picture/link,Yes,Yes
2016,10,17,16,10/17/2016 21:44,iPhone,16694,7728,Picture/link,No,No
2016,10,17,16,10/17/2016 21:38,iPhone,13922,5496,Picture/link,Yes,Yes
2016,10,17,14,10/17/2016 19:31,Android,37323,13719,No picture/link,No,No
2016,10,17,14,10/17/2016 19:23,iPhone,22418,14522,Picture/link,No,No
2016,10,17,14,10/17/2016 19:11,iPhone,18727,11098,Picture/link,No,No
2016,10,17,11,10/17/2016 16:12,Android,37377,14173,No picture/link,No,No
2016,10,17,10,10/17/2016 15:24,Android,47606,20183,No picture/link,Yes,No
2016,10,17,10,10/17/2016 15:20,iPhone,26882,14730,Picture/link,No,No
2016,10,17,9,10/17/2016 14:58,iPhone,25542,13783,Picture/link,Yes,No
2016,10,17,7,10/17/2016 12:35,Android,48612,19104,No picture/link,Yes,No
2016,10,17,7,10/17/2016 12:33,Android,36272,14110,No picture/link,Yes,No
2016,10,17,7,10/17/2016 12:28,Android,19361,8266,Picture/link,No,No
2016,10,17,7,10/17/2016 12:24,Android,19519,10442,Picture/link,Yes,No
2016,10,17,7,10/17/2016 12:19,Android,18536,11033,Picture/link,No,No
2016,10,17,7,10/17/2016 12:15,Android,28524,10023,No picture/link,Yes,No
2016,10,16,17,10/16/2016 22:34,Android,39331,14848,No picture/link,Yes,No
2016,10,16,17,10/16/2016 22:29,Android,46172,23191,No picture/link,No,No
2016,10,16,17,10/16/2016 22:15,Android,33288,14624,No picture/link,Yes,No
2016,10,16,16,10/16/2016 21:02,Android,38797,14746,No picture/link,Yes,No
2016,10,16,15,10/16/2016 20:54,Android,30885,11089,No picture/link,No,No
2016,10,16,15,10/16/2016 20:47,Android,33283,12579,No picture/link,Yes,No
2016,10,16,15,10/16/2016 20:13,iPhone,16926,6916,Picture/link,Yes,No
2016,10,16,14,10/16/2016 19:26,iPhone,27456,14224,Picture/link,No,No
2016,10,16,12,10/16/2016 17:01,Android,57444,21796,No picture/link,No,No
2016,10,16,11,10/16/2016 16:07,iPhone,35420,22040,Picture/link,Yes,No
2016,10,16,11,10/16/2016 16:07,iPhone,24741,13290,Picture/link,No,No
2016,10,16,8,10/16/2016 13:15,iPhone,29773,16390,Picture/link,Yes,No
2016,10,16,8,10/16/2016 13:12,iPhone,25212,13006,Picture/link,Yes,No
2016,10,16,7,10/16/2016 12:31,Android,46920,19242,No picture/link,Yes,No
2016,10,16,6,10/16/2016 11:36,Android,49207,17994,No picture/link,Yes,No
2016,10,16,6,10/16/2016 11:14,Android,53071,18523,No picture/link,Yes,No
2016,10,15,19,10/16/2016 0:06,Android,26369,9892,No picture/link,Yes,No
2016,10,15,19,10/16/2016 0:03,iPhone,21974,9531,Picture/link,No,No
2016,10,15,19,10/16/2016 0:03,Android,23088,8334,No picture/link,Yes,Yes
2016,10,15,18,10/15/2016 23:11,iPhone,26972,11157,Picture/link,Yes,Yes
2016,10,15,17,10/15/2016 22:49,Android,39375,16114,No picture/link,Yes,No
2016,10,15,13,10/15/2016 18:29,Android,60063,20898,No picture/link,Yes,No
2016,10,15,13,10/15/2016 18:11,iPhone,32659,12956,Picture/link,Yes,No
2016,10,10,12,10/10/2016 17:22,Android,81484,30330,No picture/link,No,No
2016,10,10,12,10/10/2016 17:08,Android,50874,11977,Picture/link,Yes,No
2016,10,9,22,10/10/2016 3:39,iPhone,56009,16271,Picture/link,Yes,Yes
2016,10,9,21,10/10/2016 2:31,iPhone,27148,11852,Picture/link,Yes,Yes
2016,10,9,20,10/10/2016 1:57,iPhone,16570,5989,Picture/link,Yes,No
2016,10,9,20,10/10/2016 1:48,iPhone,14199,7131,Picture/link,Yes,Yes
2016,10,9,20,10/10/2016 1:29,iPhone,35536,15106,No picture/link,Yes,Yes
2016,10,4,20,10/5/2016 1:30,Android,42922,10751,No picture/link,Yes,No
2016,10,4,20,10/5/2016 1:29,Android,16818,4686,No picture/link,Yes,No
2016,10,4,20,10/5/2016 1:28,Android,28232,8999,No picture/link,No,No
2016,10,4,20,10/5/2016 1:26,Android,19540,4874,No picture/link,Yes,No
2016,10,4,20,10/5/2016 1:22,Android,20314,5788,No picture/link,No,Yes
2016,10,4,20,10/5/2016 1:16,Android,22365,5378,No picture/link,No,Yes
2016,10,4,20,10/5/2016 1:15,Android,17312,3608,No picture/link,No,No
2016,10,4,20,10/5/2016 1:12,Android,20745,6505,No picture/link,No,Yes
2016,10,4,20,10/5/2016 1:06,iPhone,14124,3612,No picture/link,No,No
2016,9,26,20,9/27/2016 1:33,iPhone,22519,12303,Picture/link,Yes,No
